scope_boundary,N,budget_mps,horizon_days,evaluation_start_offset_sec,arc_model,K_allowed,K_max,n_feasible,frontier_P95_primary_min,winner_Max_gap_min,winner_K_min
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,14,24,577,20,31,14
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,15,24,685,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,16,24,793,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,17,24,945,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,18,24,1095,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,19,24,1315,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,20,24,1593,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,21,24,1992,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,22,24,2479,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,23,24,2852,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,24,24,3000,19,174,15
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,1,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,2,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,3,24,126,542,553,3
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,4,24,128,323,365,4
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,5,24,160,291,333,5
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,6,24,261,89,139,6
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,7,24,306,30,166,7
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,8,24,380,29,166,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,9,24,482,23,40,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,10,24,559,23,23,10
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,11,24,643,21,34,11
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,12,24,744,21,32,12
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,13,24,890,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,14,24,1012,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,15,24,1171,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,16,24,1313,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,17,24,1504,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,18,24,1761,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,19,24,2111,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,20,24,2517,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,21,24,2827,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,22,24,2967,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,23,24,2994,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,24,24,3000,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,1,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,2,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,3,24,126,534,561,3
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,4,24,128,316,365,4
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,5,24,160,284,341,5
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,6,24,261,89,139,6
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,7,24,306,30,158,7
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,8,24,380,29,135,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,9,24,482,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,10,24,559,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,11,24,643,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,12,24,744,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,13,24,890,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,14,24,1012,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,15,24,1171,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,16,24,1313,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,17,24,1504,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,18,24,1761,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,19,24,2111,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,20,24,2517,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,21,24,2827,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,22,24,2967,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,23,24,2994,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,24,24,3000,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,1,22,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,2,22,126,542,553,2
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,3,22,126,542,553,2
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,4,22,252,285,341,4
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,5,22,263,88,151,5
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,6,22,386,30,150,6
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,7,22,441,23,39,7
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,8,22,547,23,23,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,9,22,641,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,10,22,766,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,11,22,899,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,12,22,1034,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,13,22,1187,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,14,22,1352,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,15,22,1552,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,16,22,1827,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,17,22,2227,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,18,22,2611,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,19,22,2869,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,20,22,2973,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,21,22,2997,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,22,22,3000,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,1,22,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,2,22,126,534,561,2
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,3,22,126,534,561,2
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,4,22,252,283,325,4
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,5,22,263,88,163,5
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,6,22,386,29,179,6
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,7,22,441,23,25,7
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,8,22,547,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,9,22,641,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,10,22,766,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,11,22,899,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,12,22,1034,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,13,22,1187,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,14,22,1352,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,15,22,1552,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,16,22,1827,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,17,22,2227,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,18,22,2611,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,19,22,2869,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,20,22,2973,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,21,22,2997,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,22,22,3000,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,1,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,2,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,3,24,126,542,553,3
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,4,24,128,323,365,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,5,24,160,291,333,5
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,6,24,261,89,139,6
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,7,24,306,30,166,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,8,24,380,29,166,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,9,24,482,23,40,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,10,24,560,23,23,10
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,11,24,643,21,34,11
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,12,24,745,21,32,12
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,13,24,890,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,14,24,1012,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,15,24,1171,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,16,24,1313,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,17,24,1504,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,18,24,1761,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,19,24,2111,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,20,24,2517,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,21,24,2827,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,22,24,2967,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,23,24,2994,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,24,24,3000,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,1,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,2,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,3,24,126,534,561,3
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,4,24,128,316,365,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,5,24,160,284,341,5
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,6,24,261,89,139,6
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,7,24,306,30,158,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,8,24,380,29,135,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,9,24,482,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,10,24,560,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,11,24,643,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,12,24,745,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,13,24,890,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,14,24,1012,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,15,24,1171,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,16,24,1313,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,17,24,1504,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,18,24,1761,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,19,24,2111,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,20,24,2517,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,21,24,2827,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,22,24,2967,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,23,24,2994,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,24,24,3000,19,174,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,1,20,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,2,20,126,542,553,2
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,3,20,141,113,174,3
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,4,20,261,88,151,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,5,20,331,30,135,5
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,6,20,461,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,7,20,564,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,8,20,698,21,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,9,20,842,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,10,20,990,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,11,20,1132,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,12,20,1287,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,13,20,1474,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,14,20,1740,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,15,20,2140,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,16,20,2634,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,17,20,2891,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,18,20,2981,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,19,20,2999,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,20,20,3000,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,1,20,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,2,20,126,534,561,2
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,3,20,141,112,164,3
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,4,20,261,88,163,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,5,20,331,29,179,5
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,6,20,461,23,24,6
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,7,20,564,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,8,20,698,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,9,20,842,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,10,20,990,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,11,20,1132,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,12,20,1287,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,13,20,1474,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,14,20,1740,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,15,20,2140,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,16,20,2634,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,17,20,2891,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,18,20,2981,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,19,20,2999,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,20,20,3000,19,174,7
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,1,16,121,542,553,1
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,2,16,248,285,341,2
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,3,16,377,85,139,3
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,4,16,504,28,159,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,5,16,628,28,159,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,6,16,756,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,7,16,882,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,8,16,1008,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,9,16,1134,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,10,16,1267,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,11,16,1488,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,12,16,2112,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,13,16,2773,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,14,16,2976,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,15,16,2999,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,16,16,3000,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,1,16,121,534,561,1
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,2,16,248,283,325,2
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,3,16,377,77,139,3
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,4,16,504,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,5,16,628,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,6,16,756,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,7,16,882,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,8,16,1008,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,9,16,1134,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,10,16,1267,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,11,16,1488,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,12,16,2112,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,13,16,2773,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,14,16,2976,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,15,16,2999,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,1447200,v2_two_edge,16,16,3000,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,1,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,2,24,2,594,650,2
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,3,24,126,542,553,3
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,4,24,135,291,333,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,5,24,183,291,325,5
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,6,24,277,88,151,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,7,24,344,29,166,7
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,8,24,425,29,166,7
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,9,24,519,23,39,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,10,24,604,21,34,10
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,11,24,693,21,34,10
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,12,24,807,21,32,12
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,13,24,952,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,14,24,1094,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,15,24,1241,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,16,24,1401,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,17,24,1609,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,18,24,1898,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,19,24,2282,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,20,24,2653,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,21,24,2902,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,22,24,2987,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,23,24,2997,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,842400,v2_two_edge,24,24,3000,20,32,13
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,1,24,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,2,24,2,570,613,2
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,3,24,126,534,561,3
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,4,24,135,284,341,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,5,24,183,284,341,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,6,24,277,77,139,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,7,24,344,30,151,7
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,8,24,425,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,9,24,519,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,10,24,604,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,11,24,693,19,174,8
