scope_boundary,N,budget_mps,horizon_days,evaluation_start_offset_sec,arc_model,K_allowed,K_max,n_feasible,frontier_P95_primary_min,previous_frontier_P95_primary_min,delta_P95_min,is_max_improvement_K,max_improvement_K,max_improvement_delta_P95_min
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,9,24,240,90,289,199,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,10,24,283,31,90,59,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,11,24,345,29,31,2,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,12,24,410,24,29,5,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,13,24,481,21,24,3,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,14,24,577,20,21,1,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,15,24,685,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,16,24,793,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,17,24,945,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,18,24,1095,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,19,24,1315,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,20,24,1593,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,21,24,1992,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,22,24,2479,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,23,24,2852,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,842400,v2_two_edge,24,24,3000,20,20,0,false,7,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,1,24,0,,,,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,2,24,0,,,,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,3,24,0,,,,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,4,24,6,570,,,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,5,24,94,534,570,36,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,6,24,126,534,534,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,7,24,136,292,534,242,true,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,8,24,180,284,292,8,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,9,24,240,90,284,194,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,10,24,283,30,90,60,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,11,24,345,29,30,1,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,12,24,410,24,29,5,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,13,24,481,21,24,3,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,14,24,577,20,21,1,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,15,24,685,19,20,1,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,16,24,793,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,17,24,945,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,18,24,1095,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,19,24,1315,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,20,24,1593,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,21,24,1992,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,22,24,2479,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,23,24,2852,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,30,1447200,v2_two_edge,24,24,3000,19,19,0,false,7,242
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,1,24,0,,,,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,2,24,0,,,,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,3,24,126,542,,,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,4,24,128,323,542,219,true,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,5,24,160,291,323,32,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,6,24,261,89,291,202,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,7,24,306,30,89,59,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,8,24,380,29,30,1,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,9,24,482,23,29,6,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,10,24,559,23,23,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,11,24,643,21,23,2,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,12,24,744,21,21,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,13,24,890,20,21,1,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,14,24,1012,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,15,24,1171,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,16,24,1313,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,17,24,1504,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,18,24,1761,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,19,24,2111,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,20,24,2517,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,21,24,2827,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,22,24,2967,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,23,24,2994,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,842400,v2_two_edge,24,24,3000,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,1,24,0,,,,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,2,24,0,,,,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,3,24,126,534,,,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,4,24,128,316,534,218,true,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,5,24,160,284,316,32,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,6,24,261,89,284,195,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,7,24,306,30,89,59,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,8,24,380,29,30,1,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,9,24,482,19,29,10,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,10,24,559,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,11,24,643,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,12,24,744,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,13,24,890,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,14,24,1012,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,15,24,1171,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,16,24,1313,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,17,24,1504,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,18,24,1761,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,19,24,2111,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,20,24,2517,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,21,24,2827,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,22,24,2967,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,23,24,2994,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,60,1447200,v2_two_edge,24,24,3000,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,1,22,0,,,,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,2,22,126,542,,,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,3,22,126,542,542,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,4,22,252,285,542,257,true,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,5,22,263,88,285,197,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,6,22,386,30,88,58,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,7,22,441,23,30,7,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,8,22,547,23,23,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,9,22,641,20,23,3,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,10,22,766,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,11,22,899,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,12,22,1034,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,13,22,1187,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,14,22,1352,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,15,22,1552,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,16,22,1827,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,17,22,2227,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,18,22,2611,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,19,22,2869,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,20,22,2973,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,21,22,2997,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,842400,v2_two_edge,22,22,3000,20,20,0,false,4,257
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,1,22,0,,,,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,2,22,126,534,,,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,3,22,126,534,534,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,4,22,252,283,534,251,true,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,5,22,263,88,283,195,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,6,22,386,29,88,59,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,7,22,441,23,29,6,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,8,22,547,19,23,4,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,9,22,641,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,10,22,766,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,11,22,899,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,12,22,1034,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,13,22,1187,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,14,22,1352,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,15,22,1552,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,16,22,1827,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,17,22,2227,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,18,22,2611,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,19,22,2869,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,20,22,2973,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,21,22,2997,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,25,90,1447200,v2_two_edge,22,22,3000,19,19,0,false,4,251
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,1,24,0,,,,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,2,24,0,,,,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,3,24,126,542,,,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,4,24,128,323,542,219,true,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,5,24,160,291,323,32,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,6,24,261,89,291,202,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,7,24,306,30,89,59,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,8,24,380,29,30,1,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,9,24,482,23,29,6,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,10,24,560,23,23,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,11,24,643,21,23,2,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,12,24,745,21,21,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,13,24,890,20,21,1,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,14,24,1012,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,15,24,1171,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,16,24,1313,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,17,24,1504,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,18,24,1761,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,19,24,2111,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,20,24,2517,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,21,24,2827,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,22,24,2967,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,23,24,2994,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,842400,v2_two_edge,24,24,3000,20,20,0,false,4,219
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,1,24,0,,,,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,2,24,0,,,,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,3,24,126,534,,,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,4,24,128,316,534,218,true,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,5,24,160,284,316,32,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,6,24,261,89,284,195,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,7,24,306,30,89,59,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,8,24,380,29,30,1,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,9,24,482,19,29,10,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,10,24,560,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,11,24,643,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,12,24,745,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,13,24,890,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,14,24,1012,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,15,24,1171,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,16,24,1313,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,17,24,1504,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,18,24,1761,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,19,24,2111,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,20,24,2517,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,21,24,2827,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,22,24,2967,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,23,24,2994,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,30,1447200,v2_two_edge,24,24,3000,19,19,0,false,4,218
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,1,20,0,,,,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,2,20,126,542,,,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,3,20,141,113,542,429,true,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,4,20,261,88,113,25,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,5,20,331,30,88,58,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,6,20,461,23,30,7,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,7,20,564,23,23,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,8,20,698,21,23,2,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,9,20,842,20,21,1,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,10,20,990,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,11,20,1132,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,12,20,1287,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,13,20,1474,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,14,20,1740,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,15,20,2140,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,16,20,2634,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,17,20,2891,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,18,20,2981,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,19,20,2999,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,842400,v2_two_edge,20,20,3000,20,20,0,false,3,429
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,1,20,0,,,,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,2,20,126,534,,,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,3,20,141,112,534,422,true,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,4,20,261,88,112,24,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,5,20,331,29,88,59,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,6,20,461,23,29,6,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,7,20,564,19,23,4,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,8,20,698,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,9,20,842,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,10,20,990,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,11,20,1132,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,12,20,1287,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,13,20,1474,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,14,20,1740,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,15,20,2140,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,16,20,2634,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,17,20,2891,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,18,20,2981,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,19,20,2999,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,60,1447200,v2_two_edge,20,20,3000,19,19,0,false,3,422
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,1,16,121,542,,,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,2,16,248,285,542,257,true,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,3,16,377,85,285,200,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,4,16,504,28,85,57,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,5,16,628,28,28,0,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,6,16,756,23,28,5,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,7,16,882,23,23,0,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,8,16,1008,20,23,3,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,9,16,1134,20,20,0,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,10,16,1267,20,20,0,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,11,16,1488,20,20,0,false,2,257
evaluated_candidate_set_only_arc_conditioned_pools,24,50,90,842400,v2_two_edge,12,16,2112,20,20,0,false,2,257
